1	119	1	2
2	187	896	3
3	997	367	4
4	22	690	5
5	347	613	6
6	522	874	7
7	730	122	8
8	705	486	9
9	232	823	10
10	554	463	11
11	675	589	12
12	970	325	13
13	407	1000	14
14	276	776	15
15	331	123	16
16	361	356	17
17	798	305	18
18	427	47	19
19	439	645	20
20	91	139	21
21	650	247	22
22	10	211	23
23	838	100	24
24	725	627	25
25	843	760	26
26	137	776	27
27	977	475	28
28	718	937	29
29	99	101	30
30	609	281	31
31	819	751	32
32	97	530	33
33	975	240	34
34	226	248	35
35	241	768	36
36	584	31	37
37	348	613	38
38	475	881	39
39	178	367	40
40	641	712	41
41	898	410	42
42	250	157	43
43	391	824	44
44	101	242	45
45	636	472	46
46	87	722	47
47	652	775	48
48	867	371	49
49	54	337	50
50	509	885	51
51	989	204	52
52	129	594	53
53	597	226	54
54	513	226	55
55	201	921	56
56	227	537	57
57	82	112	58
58	296	959	59
59	802	392	60
60	537	709	61
61	943	940	62
62	997	943	63
63	642	79	64
64	205	922	65
65	551	361	66
66	904	947	67
67	400	861	68
68	250	937	69
69	586	754	70
70	631	872	71
71	752	636	72
72	510	459	73
73	542	390	74
74	576	141	75
75	550	111	76
76	504	588	77
77	702	6	78
78	20	155	79
79	179	723	80
80	770	723	81
81	95	667	82
82	598	829	83
83	885	487	84
84	239	590	85
85	37	370	86
86	898	823	87
87	923	173	88
88	261	56	89
89	786	977	90
90	46	681	91
91	438	689	92
92	116	933	93
93	503	809	94
94	603	587	95
95	194	686	96
96	341	466	97
97	545	356	98
98	52	784	99
99	810	862	100
100	260	223	101
101	197	541	102
102	213	61	103
103	462	416	104
104	62	62	105
105	203	205	106
106	269	152	107
107	160	913	108
108	747	267	109
109	174	249	110
110	700	187	111
111	114	174	112
112	412	939	113
113	905	519	114
114	109	56	115
115	369	381	116
116	525	551	117
117	987	128	118
118	660	812	119
119	149	753	120
120	764	544	121
121	396	684	122
122	905	830	123
123	30	725	124
124	384	330	125
125	981	115	126
126	483	38	127
127	176	445	128
128	570	619	129
129	891	648	130
130	446	896	131
131	567	658	132
132	646	306	133
133	229	806	134
134	893	800	135
135	723	612	136
136	771	354	137
137	329	300	138
138	279	174	139
139	253	751	140
140	262	126	141
141	802	603	142
142	861	665	143
143	127	209	144
144	131	308	145
145	460	308	146
146	290	677	147
147	296	863	148
148	172	292	149
149	158	444	150
150	241	295	151
151	301	413	152
152	958	72	153
153	694	321	154
154	594	981	155
155	145	797	156
156	819	507	157
157	672	715	158
158	638	512	159
159	645	892	160
160	915	76	161
161	879	22	162
162	14	643	163
163	975	866	164
164	185	74	165
165	466	508	166
166	511	243	167
167	767	776	168
168	579	326	169
169	496	694	170
170	119	662	171
171	829	17	172
172	858	654	173
173	547	129	174
174	801	662	175
175	28	123	176
176	269	182	177
177	113	554	178
178	293	421	179
179	410	685	180
180	850	470	181
181	237	77	182
182	552	264	183
183	117	624	184
184	45	961	185
185	42	55	186
186	722	254	187
187	710	880	188
188	110	921	189
189	800	809	190
190	618	680	191
191	129	554	192
192	887	62	193
193	692	573	194
194	604	568	195
195	35	37	196
196	963	910	197
197	108	632	198
198	411	211	199
199	426	67	200
200	104	763	201
201	208	568	202
202	542	681	203
203	248	814	204
204	237	514	205
205	922	326	206
206	678	41	207
207	392	909	208
208	516	192	209
209	422	59	210
210	582	352	211
211	327	678	212
212	97	885	213
213	378	596	214
214	362	400	215
215	124	411	216
216	376	746	217
217	167	535	218
218	680	82	219
219	679	399	220
220	330	412	221
221	613	636	222
222	345	983	223
223	181	360	224
224	576	120	225
225	698	870	226
226	312	808	227
227	122	4	228
228	158	391	229
229	476	810	230
230	873	819	231
231	477	958	232
232	857	209	233
233	681	717	234
234	3	359	235
235	167	895	236
236	337	419	237
237	134	504	238
238	198	588	239
239	219	719	240
240	151	323	241
241	717	341	242
242	181	965	243
243	39	859	244
244	191	456	245
245	652	760	246
246	293	135	247
247	90	390	248
248	319	780	249
249	516	496	250
250	156	1	251
251	11	906	252
252	526	171	253
253	335	437	254
254	74	164	255
255	968	142	256
256	701	876	257
257	409	265	258
258	722	762	259
259	356	319	260
260	833	780	261
261	512	41	262
262	977	33	263
263	782	720	264
264	974	887	265
265	116	907	266
266	334	551	267
267	400	732	268
268	909	969	269
269	255	679	270
270	32	228	271
271	222	168	272
272	150	654	273
273	100	48	274
274	611	549	275
275	851	260	276
276	766	112	277
277	771	450	278
278	386	925	279
279	791	240	280
